condition,item,text,participant,conditionLabel,npType,voice,order,acoustics,stressshift
3,6,"Tom was greeted by him, then Tom greeted him.",550,Williams,pronoun,active,5,0.24337965,shift
3,6,"Tom was greeted by him, then Tom greeted him.",555,Williams,pronoun,active,8,-0.70215522,shift
3,6,"Tom was greeted by him, then Tom greeted him.",562,Williams,pronoun,active,8,-0.71904598,shift
3,7,"George invited her, and then George was invited by her.",540,Williams,pronoun,passive,8,0.58388187,shift
3,7,"George invited her, and then George was invited by her.",544,Williams,pronoun,passive,6,-0.2612976,shift
3,7,"George invited her, and then George was invited by her.",549,Williams,pronoun,passive,7,-0.25717879,shift
3,7,"George invited her, and then George was invited by her.",554,Williams,pronoun,passive,8,-0.75650908,noshift
3,7,"George invited her, and then George was invited by her.",558,Williams,pronoun,passive,8,-0.2649678,shift
3,7,"George invited her, and then George was invited by her.",561,Williams,pronoun,passive,6,0.19792927,shift
3,8,"Laura was envied by him, and Laura envied him.",432,Williams,pronoun,active,6,-1.17850252,noshift
3,8,"Laura was envied by him, and Laura envied him.",530,Williams,pronoun,active,5,0.2284333,noshift
3,8,"Laura was envied by him, and Laura envied him.",548,Williams,pronoun,active,5,1.95115494,shift
3,8,"Laura was envied by him, and Laura envied him.",553,Williams,pronoun,active,6,0.92126271,noshift
3,8,"Laura was envied by him, and Laura envied him.",560,Williams,pronoun,active,7,1.11630303,shift
3,8,"Laura was envied by him, and Laura envied him.",564,Williams,pronoun,active,5,-0.26902109,noshift
3,9,"Helen praised him, and then Helen was praised by him.",297,Williams,pronoun,passive,11,0.4663209,shift
3,9,"Helen praised him, and then Helen was praised by him.",529,Williams,pronoun,passive,9,-0.73264923,shift
3,9,"Helen praised him, and then Helen was praised by him.",542,Williams,pronoun,passive,12,-0.25296022,shift
3,9,"Helen praised him, and then Helen was praised by him.",552,Williams,pronoun,passive,9,0.92566156,shift
3,9,"Helen praised him, and then Helen was praised by him.",556,Williams,pronoun,passive,10,-0.6773935,shift
3,9,"Helen praised him, and then Helen was praised by him.",559,Williams,pronoun,passive,9,-0.94026323,shift
3,9,"Helen praised him, and then Helen was praised by him.",563,Williams,pronoun,passive,10,0.77474437,noshift
4,1,"She was hit by John, and then John was hit by her.",432,Contrast,pronoun,passive,2,-0.39439524,noshift
4,1,"She was hit by John, and then John was hit by her.",530,Contrast,pronoun,passive,1,-0.67962989,noshift
4,1,"She was hit by John, and then John was hit by her.",548,Contrast,pronoun,passive,2,-0.13318462,noshift
4,1,"She was hit by John, and then John was hit by her.",553,Contrast,pronoun,passive,3,-0.21224068,noshift
4,1,"She was hit by John, and then John was hit by her.",557,Contrast,pronoun,passive,3,0.35990267,noshift
4,1,"She was hit by John, and then John was hit by her.",560,Contrast,pronoun,passive,1,-0.10581498,noshift
4,1,"She was hit by John, and then John was hit by her.",564,Contrast,pronoun,passive,2,-0.57713416,noshift
4,10,"He counselled Lucy, and that's why Lucy decided to counsel him.",297,Contrast,pronoun,active,12,-0.30739881,noshift
4,10,"He counselled Lucy, and that's why Lucy decided to counsel him.",529,Contrast,pronoun,active,11,-1.4213602,noshift
4,10,"He counselled Lucy, and that's why Lucy decided to counsel him.",542,Contrast,pronoun,active,11,-0.61689339,noshift
4,10,"He counselled Lucy, and that's why Lucy decided to counsel him.",556,Contrast,pronoun,active,11,-0.24495605,shift
4,10,"He counselled Lucy, and that's why Lucy decided to counsel him.",559,Contrast,pronoun,active,11,-1.01690468,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",24,Contrast,pronoun,passive,9,0.03476382,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",524,Contrast,pronoun,passive,11,0.28441533,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",547,Contrast,pronoun,passive,12,-1.42134446,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",550,Contrast,pronoun,passive,12,0.0453251,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",555,Contrast,pronoun,passive,10,-1.68689356,noshift
4,11,"She was mocked by Andrea, and later on Andrea was mocked by her.",562,Contrast,pronoun,passive,11,-0.69991657,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",540,Contrast,pronoun,active,11,-0.69953669,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",544,Contrast,pronoun,active,10,-0.83524383,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",549,Contrast,pronoun,active,9,-1.46326911,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",554,Contrast,pronoun,active,11,-0.892599,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",558,Contrast,pronoun,active,10,-0.56885085,noshift
4,12,"They accused Henry, and afterwards Henry accused them.",561,Contrast,pronoun,active,12,-0.89501286,noshift
4,13,"She promoted Ron, and then the following week Ron promoted her.",432,Contrast,pronoun,active,15,-1.38623514,noshift
4,13,"She promoted Ron, and then the following week Ron promoted her.",530,Contrast,pronoun,active,14,-0.87660751,noshift
4,13,"She promoted Ron, and then the following week Ron promoted her.",548,Contrast,pronoun,active,14,-0.08115816,shift
4,13,"She promoted Ron, and then the following week Ron promoted her.",560,Contrast,pronoun,active,16,-0.89021579,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",297,Contrast,pronoun,passive,13,-0.11821392,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",529,Contrast,pronoun,passive,13,-1.47079737,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",542,Contrast,pronoun,passive,15,-0.29983322,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",552,Contrast,pronoun,passive,16,-1.47331151,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",556,Contrast,pronoun,passive,16,-0.72726582,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",559,Contrast,pronoun,passive,16,-1.69357164,noshift
4,14,"He was kicked by Nina, and then Nina was kicked by him.",563,Contrast,pronoun,passive,13,-0.1481392,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",24,Contrast,pronoun,passive,13,-0.17380266,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",524,Contrast,pronoun,passive,14,-0.29569019,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",541,Contrast,pronoun,passive,13,-0.65852161,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",547,Contrast,pronoun,passive,16,-0.26214613,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",550,Contrast,pronoun,passive,14,-0.40931365,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",555,Contrast,pronoun,passive,15,-0.93342778,noshift
4,15,"She was followed by Daniel, then Daniel was followed by her.",562,Contrast,pronoun,passive,16,-0.82709511,noshift
4,16,"They charmed Samuel, and then Samuel charmed them.",540,Contrast,pronoun,active,16,-0.15007215,noshift
4,16,"They charmed Samuel, and then Samuel charmed them.",549,Contrast,pronoun,active,16,0.12651816,shift
4,16,"They charmed Samuel, and then Samuel charmed them.",554,Contrast,pronoun,active,16,1.55439572,shift
4,16,"They charmed Samuel, and then Samuel charmed them.",558,Contrast,pronoun,active,16,-0.5707269,noshift
4,16,"They charmed Samuel, and then Samuel charmed them.",561,Contrast,pronoun,active,13,0.48114412,shift
4,2,"They are loved by Clara, and Clara is loved by them.",297,Contrast,pronoun,passive,3,-0.82877776,noshift
4,2,"They are loved by Clara, and Clara is loved by them.",529,Contrast,pronoun,passive,3,-1.62124678,shift
4,2,"They are loved by Clara, and Clara is loved by them.",542,Contrast,pronoun,passive,3,-0.51973825,noshift
4,2,"They are loved by Clara, and Clara is loved by them.",552,Contrast,pronoun,passive,3,-0.25059456,noshift
4,2,"They are loved by Clara, and Clara is loved by them.",556,Contrast,pronoun,passive,4,-0.31635533,noshift
4,2,"They are loved by Clara, and Clara is loved by them.",559,Contrast,pronoun,passive,3,-1.17331263,noshift
4,2,"They are loved by Clara, and Clara is loved by them.",563,Contrast,pronoun,passive,3,-0.42090651,noshift
4,3,"He provoked Ana, and that's when Ana provoked him.",24,Contrast,pronoun,active,2,-0.02567554,noshift
4,3,"He provoked Ana, and that's when Ana provoked him.",541,Contrast,pronoun,active,4,0.44158699,shift
4,3,"He provoked Ana, and that's when Ana provoked him.",547,Contrast,pronoun,active,1,-1.99660886,noshift
4,3,"He provoked Ana, and that's when Ana provoked him.",550,Contrast,pronoun,active,4,-0.28490908,noshift
4,3,"He provoked Ana, and that's when Ana provoked him.",555,Contrast,pronoun,active,1,-1.15993012,noshift
4,3,"He provoked Ana, and that's when Ana provoked him.",562,Contrast,pronoun,active,2,-0.56394527,noshift
4,4,"She was kissed by Darin, and later Darin was kissed by her.",540,Contrast,pronoun,passive,1,0.01618791,shift
4,4,"She was kissed by Darin, and later Darin was kissed by her.",549,Contrast,pronoun,passive,1,-0.80350357,noshift
4,4,"She was kissed by Darin, and later Darin was kissed by her.",554,Contrast,pronoun,passive,3,-1.14656238,noshift
4,4,"She was kissed by Darin, and later Darin was kissed by her.",558,Contrast,pronoun,passive,3,-0.14099625,noshift
4,4,"She was kissed by Darin, and later Darin was kissed by her.",561,Contrast,pronoun,passive,1,0.79882958,noshift
4,5,"He embraced Keren, and then Keren embraced him.",432,Contrast,pronoun,active,8,-1.21643596,noshift
4,5,"He embraced Keren, and then Keren embraced him.",530,Contrast,pronoun,active,8,-1.18159962,noshift
4,5,"He embraced Keren, and then Keren embraced him.",548,Contrast,pronoun,active,7,0.14742627,shift
4,5,"He embraced Keren, and then Keren embraced him.",553,Contrast,pronoun,active,5,-0.36693209,noshift
4,5,"He embraced Keren, and then Keren embraced him.",557,Contrast,pronoun,active,5,-0.22596747,noshift
4,5,"He embraced Keren, and then Keren embraced him.",560,Contrast,pronoun,active,8,-0.60092608,noshift
4,5,"He embraced Keren, and then Keren embraced him.",564,Contrast,pronoun,active,6,-0.20891937,noshift
4,6,"He greeted Tom, then Tom greeted him.",297,Contrast,pronoun,active,7,-1.46541577,noshift
4,6,"He greeted Tom, then Tom greeted him.",529,Contrast,pronoun,active,6,-1.70181322,noshift
4,6,"He greeted Tom, then Tom greeted him.",542,Contrast,pronoun,active,8,-1.21374004,noshift
4,6,"He greeted Tom, then Tom greeted him.",552,Contrast,pronoun,active,8,-2.54053141,noshift
4,6,"He greeted Tom, then Tom greeted him.",556,Contrast,pronoun,active,6,-1.61920647,noshift
4,6,"He greeted Tom, then Tom greeted him.",559,Contrast,pronoun,active,8,0.06719583,noshift
4,6,"He greeted Tom, then Tom greeted him.",563,Contrast,pronoun,active,6,-0.84846937,noshift
4,7,"She was invited by George, and then George was invited by her.",24,Contrast,pronoun,passive,5,-0.37922183,noshift
4,7,"She was invited by George, and then George was invited by her.",524,Contrast,pronoun,passive,8,-0.30814378,noshift
4,7,"She was invited by George, and then George was invited by her.",541,Contrast,pronoun,passive,6,-1.04211474,noshift
4,7,"She was invited by George, and then George was invited by her.",547,Contrast,pronoun,passive,8,-1.97214282,noshift
4,7,"She was invited by George, and then George was invited by her.",550,Contrast,pronoun,passive,8,-1.14611553,noshift
4,7,"She was invited by George, and then George was invited by her.",555,Contrast,pronoun,passive,7,-0.57500448,noshift
4,7,"She was invited by George, and then George was invited by her.",562,Contrast,pronoun,passive,5,-1.43212621,noshift
4,8,"He envied Laura, and Laura envied him.",540,Contrast,pronoun,active,5,0.25792634,noshift
4,8,"He envied Laura, and Laura envied him.",544,Contrast,pronoun,active,7,-0.76799598,noshift
4,8,"He envied Laura, and Laura envied him.",549,Contrast,pronoun,active,8,-0.717958,noshift
4,8,"He envied Laura, and Laura envied him.",554,Contrast,pronoun,active,6,0.36657376,noshift
4,8,"He envied Laura, and Laura envied him.",558,Contrast,pronoun,active,7,0.38151925,noshift
4,8,"He envied Laura, and Laura envied him.",561,Contrast,pronoun,active,5,-0.1433003,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",432,Contrast,pronoun,passive,9,-0.99500076,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",530,Contrast,pronoun,passive,9,-0.21751833,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",548,Contrast,pronoun,passive,9,0.39976328,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",553,Contrast,pronoun,passive,11,-0.09692137,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",557,Contrast,pronoun,passive,12,0.57163033,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",560,Contrast,pronoun,passive,11,-0.6504917,noshift
4,9,"He was praised by Helen, and then Helen was praised by him.",564,Contrast,pronoun,passive,10,0.2810099,noshift
